community,cluster,doc,annotateddoc,frame,synset,synsetframe triplet,noun/verb w/o frame,adj/adv w/o frame
inferred_FRBR-OO20,31,assigned to Manifestation Singleton Representative Assignment Expression carried out by Bibliographic Agency was,[assigned to [P]] [Manifestation Singleton [C]] [Representative Manifestation Assignment [C]] [Expression [C]] [carried out by [P]] [Bibliographic Agency [C]] [was assigned by [P]] ,"frame:Appointing,frame:Being_obligated,frame:Expressing_publicly,frame:Facial_expression,frame:Bringing,frame:Carry_goods,frame:Organization,","wn30:synset-delegate-verb-2,wn30:synset-manifestation-noun-1,wn30:synset-singleton-noun-2,wn30:synset-representative-noun-1,wn30:synset-assignment-noun-1,wn30:synset-expression-noun-1,wn30:synset-transport-verb-2,wn30:synset-out-adverb-1,wn30:synset-by-adverb-1,wn30:synset-bibliographic-adjective-1,wn30:synset-agency-noun-1,","wn30:synset-delegate-verb-2 - frame:Appointing - frame:Event
wn30:synset-assignment-noun-1 - frame:Being_obligated
wn30:synset-expression-noun-1 - frame:Expressing_publicly
wn30:synset-expression-noun-1 - frame:Facial_expression
wn30:synset-transport-verb-2 - frame:Bringing
wn30:synset-transport-verb-2 - frame:Carry_goods
wn30:synset-agency-noun-1 - frame:Organization - frame:Aggregate
","wn30:synset-manifestation-noun-1
wn30:synset-singleton-noun-2
wn30:synset-representative-noun-1
","wn30:synset-out-adverb-1
wn30:synset-by-adverb-1
wn30:synset-bibliographic-adjective-1
"
inferred_VIR9,46,IC9 Representation has personification IC11 Personification,[IC9 Representation [C]] [has personification [P]] [IC11 Personification [C]] ,"frame:Communicate_categorization,","wn30:synset-representation-noun-1,wn30:synset-personification-noun-1,wn30:synset-personification-noun-1,","wn30:synset-representation-noun-1 - frame:Communicate_categorization
","wn30:synset-personification-noun-1
wn30:synset-personification-noun-1
",
inferred_VIR8,54,Representation K34 illustrate E73 Information Object is illustrated by,[Representation [C]] [K34 illustrate [P]] [E73 Information Object [C]] [is illustrated by [P]] ,"frame:Evidence,frame:Information,frame:Evidence,","wn30:synset-representation-noun-2,wn30:synset-exemplify-verb-2,wn30:synset-information-noun-1,wn30:synset-object-noun-1,wn30:synset-exemplify-verb-2,wn30:synset-by-adverb-1,","wn30:synset-exemplify-verb-2 - frame:Evidence
wn30:synset-information-noun-1 - frame:Information - frame:Entity
wn30:synset-exemplify-verb-2 - frame:Evidence
","wn30:synset-representation-noun-2
wn30:synset-object-noun-1
","wn30:synset-by-adverb-1
"
inferred_VIR6,46,is visual prototype of forms part connoted by K23 connote composed Representation has,[is visual prototype of [P]] [forms part of [P]] [is connoted by [P]] [K23 connote [P]] [is composed of [P]] [Representation [C]] [has visual prototype [P]] ,"frame:Perception_experience,frame:Exemplar,frame:Membership,frame:Communicate_categorization,","wn30:synset-ocular-adjective-2,wn30:synset-prototype-noun-1,wn30:synset-form-verb-2,wn30:synset-part-noun-1,wn30:synset-imply-verb-1,wn30:synset-by-adverb-1,wn30:synset-imply-verb-1,wn30:synset-compose-verb-1,wn30:synset-representation-noun-1,","wn30:synset-ocular-adjective-2 - frame:Perception_experience - frame:Perception
wn30:synset-prototype-noun-1 - frame:Exemplar - frame:Instance
wn30:synset-part-noun-1 - frame:Membership - frame:Being_included
wn30:synset-representation-noun-1 - frame:Communicate_categorization
","wn30:synset-form-verb-2
wn30:synset-imply-verb-1
wn30:synset-imply-verb-1
wn30:synset-compose-verb-1
","wn30:synset-by-adverb-1
"
inferred_VIR10,96,E22 Man- Made Object is recto of IC19 Recto verso IC20 Verso has front back K8i,[E22 Man- Made Object [C]] [is recto of [P]] [IC19 Recto [C]] [is verso of [P]] [IC20 Verso [C]] [has front [P]] [has back [P]] [K8i has verso [P]] [has recto [P]] ,"frame:People,frame:Cause_change,frame:Causation,frame:Part_orientational,frame:Direction,","wn30:synset-man-noun-1,wn30:synset-make-verb-2,wn30:synset-object-noun-1,wn30:synset-recto-noun-1,wn30:synset-recto-noun-1,wn30:synset-verso-noun-1,wn30:synset-verso-noun-1,wn30:synset-front-noun-1,wn30:synset-back-adverb-1,","wn30:synset-man-noun-1 - frame:People - frame:Entity
wn30:synset-make-verb-2 - frame:Cause_change - frame:Event
wn30:synset-make-verb-2 - frame:Causation - frame:Event
wn30:synset-front-noun-1 - frame:Part_orientational - frame:Being_included
wn30:synset-back-adverb-1 - frame:Direction - frame:Stateframe:Relation
","wn30:synset-object-noun-1
wn30:synset-recto-noun-1
wn30:synset-recto-noun-1
wn30:synset-verso-noun-1
wn30:synset-verso-noun-1
",
inferred_VIR3,46,is depiction of attribute Iconographical Attribute depict things type E55 Type,[is depiction of attribute [P]] [Iconographical Attribute [C]] [depict things of type [P]] [E55 Type [C]] ,"frame:Cause_to_perceive,frame:Type,frame:Type,","wn30:synset-delineation-noun-2,wn30:synset-impute-verb-1,wn30:synset-impute-verb-1,wn30:synset-picture-verb-2,wn30:synset-thing-noun-1,wn30:synset-type-noun-1,wn30:synset-type-noun-1,","wn30:synset-picture-verb-2 - frame:Cause_to_perceive - frame:Event
wn30:synset-type-noun-1 - frame:Type
wn30:synset-type-noun-1 - frame:Type
","wn30:synset-delineation-noun-2
wn30:synset-impute-verb-1
wn30:synset-impute-verb-1
wn30:synset-thing-noun-1
",
inferred_VIR7,46,is present in K24 portray portrayed by Representation Character,[is present in [P]] [K24 portray [P]] [is portrayed by [P]] [Representation [C]] [Character [C]] ,"frame:Time_vector,frame:Communicate_categorization,","wn30:synset-present-adjective-1,wn30:synset-in-adverb-1,wn30:synset-portray-verb-1,wn30:synset-portray-verb-1,wn30:synset-by-adverb-1,wn30:synset-representation-noun-1,wn30:synset-fictional_character-noun-1,","wn30:synset-present-adjective-1 - frame:Time_vector - frame:Relation
wn30:synset-representation-noun-1 - frame:Communicate_categorization
","wn30:synset-portray-verb-1
wn30:synset-portray-verb-1
wn30:synset-fictional_character-noun-1
","wn30:synset-in-adverb-1
wn30:synset-by-adverb-1
"
inferred_VIR11,30,E18 Physical Thing IC12 Visual Recognition has status assigned by E36 Item was K1 denotes Assigned to,[E18 Physical Thing [C]] [IC12 Visual Recognition [C]] [has status assigned by [P]] [E36 Visual Item [C]] [was assigned by [P]] [K1 denotes [P]] [Assigned status to [P]] [assigned [P]] ,"frame:Perception_experience,frame:Occupy_rank,frame:Appointing,frame:Appointing,","wn30:synset-physical-adjective-1,wn30:synset-thing-noun-1,wn30:synset-ocular-adjective-2,wn30:synset-recognition-noun-1,wn30:synset-status-noun-1,wn30:synset-delegate-verb-2,wn30:synset-by-adverb-1,wn30:synset-item-noun-1,wn30:synset-denote-verb-1,wn30:synset-delegate-verb-2,","wn30:synset-ocular-adjective-2 - frame:Perception_experience - frame:Perception
wn30:synset-status-noun-1 - frame:Occupy_rank
wn30:synset-delegate-verb-2 - frame:Appointing - frame:Event
wn30:synset-delegate-verb-2 - frame:Appointing - frame:Event
","wn30:synset-thing-noun-1
wn30:synset-recognition-noun-1
wn30:synset-item-noun-1
wn30:synset-denote-verb-1
","wn30:synset-physical-adjective-1
wn30:synset-by-adverb-1
"
inferred_VIR2,46,is attribute of Iconographical Attribute Representation has,[is attribute of [P]] [Iconographical Attribute [C]] [Representation [C]] [has attribute [P]] ,"frame:Communicate_categorization,","wn30:synset-impute-verb-1,wn30:synset-impute-verb-1,wn30:synset-representation-noun-1,","wn30:synset-representation-noun-1 - frame:Communicate_categorization
","wn30:synset-impute-verb-1
wn30:synset-impute-verb-1
",
inferred_VIR4,68,PCK4 is visual prototype of E55 Type K4 1 prototypical model,[PCK4 is visual prototype of [C]] [E55 Type [C]] [K4 1 prototypical model [P]] ,"frame:Perception_experience,frame:Exemplar,frame:Type,frame:Cardinal_numbers,frame:Exemplariness,frame:Pattern,","wn30:synset-ocular-adjective-2,wn30:synset-prototype-noun-1,wn30:synset-type-noun-1,wn30:synset-one-adjectivesatellite-1,wn30:synset-archetypal-adjectivesatellite-1,wn30:synset-model-noun-1,","wn30:synset-ocular-adjective-2 - frame:Perception_experience - frame:Perception
wn30:synset-prototype-noun-1 - frame:Exemplar - frame:Instance
wn30:synset-type-noun-1 - frame:Type
wn30:synset-one-adjectivesatellite-1 - frame:Cardinal_numbers
wn30:synset-archetypal-adjectivesatellite-1 - frame:Exemplariness
wn30:synset-model-noun-1 - frame:Pattern
",,
inferred_VIR12,0,E89 Propositional Object E18 Physical Thing is denoted by source of On the base Character,[E89 Propositional Object [C]] [E18 Physical Thing [C]] [is denoted by [P]] [is source of [P]] [On the base of [P]] [Character [C]] ,"frame:Origin,","wn30:synset-object-noun-1,wn30:synset-physical-adjective-1,wn30:synset-thing-noun-1,wn30:synset-denote-verb-1,wn30:synset-by-adverb-1,wn30:synset-beginning-noun-4,wn30:synset-along-adverb-1,wn30:synset-establish-verb-8,wn30:synset-fictional_character-noun-1,","wn30:synset-beginning-noun-4 - frame:Origin
","wn30:synset-object-noun-1
wn30:synset-thing-noun-1
wn30:synset-denote-verb-1
wn30:synset-establish-verb-8
wn30:synset-fictional_character-noun-1
","wn30:synset-physical-adjective-1
wn30:synset-by-adverb-1
wn30:synset-along-adverb-1
"
inferred_VIR1,53,has been used by Iconographical Attribute use feature E12 Production,[has been used by [P]] [Iconographical Attribute [C]] [use feature [P]] [E12 Production [C]] ,"frame:Identicality,frame:Using,frame:Using,frame:Manufacturing,","wn30:synset-be-verb-2,wn30:synset-use-verb-1,wn30:synset-by-adverb-1,wn30:synset-impute-verb-1,wn30:synset-use-verb-1,wn30:synset-feature-noun-1,wn30:synset-production-noun-1,","wn30:synset-be-verb-2 - frame:Identicality - frame:Relation
wn30:synset-use-verb-1 - frame:Using - frame:Event
wn30:synset-use-verb-1 - frame:Using - frame:Event
wn30:synset-production-noun-1 - frame:Manufacturing - frame:Event
","wn30:synset-impute-verb-1
wn30:synset-feature-noun-1
","wn30:synset-by-adverb-1
"
inferred_VIR5,46,Iconographical Attribute K14 symbolize is abstraction of K25 express E90 Symbolic Object Representation K14i has symbolic value,[Iconographical Attribute [C]] [K14 symbolize [P]] [is abstraction of [P]] [K25 express [P]] [E90 Symbolic Object [C]] [Representation [C]] [K14i has symbolic value [P]] ,"frame:Representing,frame:Expressing_publicly,frame:Encoding,frame:Communicate_categorization,frame:Usefulness,","wn30:synset-impute-verb-1,wn30:synset-typify-verb-2,wn30:synset-abstraction-noun-1,wn30:synset-express-verb-1,wn30:synset-symbolic-adjective-1,wn30:synset-object-noun-1,wn30:synset-representation-noun-1,wn30:synset-symbolic-adjective-1,wn30:synset-value-noun-1,","wn30:synset-typify-verb-2 - frame:Representing
wn30:synset-express-verb-1 - frame:Expressing_publicly
wn30:synset-express-verb-1 - frame:Encoding
wn30:synset-representation-noun-1 - frame:Communicate_categorization
wn30:synset-value-noun-1 - frame:Usefulness - frame:Attributes
","wn30:synset-impute-verb-1
wn30:synset-abstraction-noun-1
wn30:synset-object-noun-1
","wn30:synset-symbolic-adjective-1
wn30:synset-symbolic-adjective-1
"
LAWD8,0,conjunct Of Evidentiary Item Citation has,[conjunct Of [P]] [Evidentiary Item [C]] [Citation [C]] [has Citation [P]] ,"none,","wn30:synset-conjunct-adjective-1,wn30:synset-evidential-adjectivesatellite-1,wn30:synset-item-noun-1,wn30:synset-citation-noun-1,",,"wn30:synset-item-noun-1
wn30:synset-citation-noun-1
","wn30:synset-conjunct-adjective-1
wn30:synset-evidential-adjectivesatellite-1
"
LAWD9,90,Observation qualified Association Observer Role,[Observation [C]]  [Observer Role Association [C]] ,"frame:Evaluative_comparison,frame:Organization,","wn30:synset-observation-noun-1,wn30:synset-qualify-verb-1,wn30:synset-association-noun-1,wn30:synset-perceiver-noun-1,wn30:synset-function-noun-3,","wn30:synset-qualify-verb-1 - frame:Evaluative_comparison - frame:Attributes
wn30:synset-association-noun-1 - frame:Organization - frame:Aggregate
","wn30:synset-observation-noun-1
wn30:synset-perceiver-noun-1
wn30:synset-function-noun-3
",
LAWD7,0,Collation Item witness Siglum,[Collation Item [C]] [witness [P]] [Siglum [C]] ,"none,","wn30:synset-bite-noun-4,wn30:synset-item-noun-1,wn30:synset-witness-verb-1,",,"wn30:synset-bite-noun-4
wn30:synset-item-noun-1
wn30:synset-witness-verb-1
",
LAWD2,4,Citation reuse In Text Reuse,[Citation [C]] [reuse In [P]] [Text Reuse [C]] ,"frame:Processing_materials,frame:Processing_materials,","wn30:synset-citation-noun-1,wn30:synset-recycle-verb-2,wn30:synset-in-adverb-1,wn30:synset-text-noun-1,wn30:synset-recycle-verb-2,","wn30:synset-recycle-verb-2 - frame:Processing_materials - frame:Event
wn30:synset-recycle-verb-2 - frame:Processing_materials - frame:Event
","wn30:synset-citation-noun-1
wn30:synset-text-noun-1
","wn30:synset-in-adverb-1
"
LAWD11,0,has Attestation,[has Attestation [P]] [Attestation [C]] ,"none,","wn30:synset-attestation-noun-2,",,"wn30:synset-attestation-noun-2
",
LAWD6,0,Agent responsible For,[Agent [C]] [responsible For [P]] [responsible Agent [P]] ,"none,","wn30:synset-agent-noun-1,wn30:synset-responsible-adjective-1,",,"wn30:synset-agent-noun-1
","wn30:synset-responsible-adjective-1
"
LAWD3,87,Citation represents represented By Written Work,[Citation [C]] [represents [P]] [represented By [P]] [Written Work [C]] ,"frame:Representing,frame:Representing,frame:Text_creation,frame:Statement,frame:Being_employed,","wn30:synset-citation-noun-1,wn30:synset-represent-verb-1,wn30:synset-represent-verb-1,wn30:synset-by-adverb-1,wn30:synset-write-verb-1,wn30:synset-work-noun-1,","wn30:synset-represent-verb-1 - frame:Representing
wn30:synset-represent-verb-1 - frame:Representing
wn30:synset-write-verb-1 - frame:Text_creation - frame:Event
wn30:synset-write-verb-1 - frame:Statement
wn30:synset-work-noun-1 - frame:Being_employed
","wn30:synset-citation-noun-1
","wn30:synset-by-adverb-1
"
LAWD10,22,reading Type Reading,[reading Type [P]] [Reading [C]] ,"frame:Reading,frame:Type,","wn30:synset-read-verb-1,wn30:synset-type-noun-1,wn30:synset-reading-noun-1,","wn30:synset-read-verb-1 - frame:Reading - frame:Scrutinyframe:Reading_activity
wn30:synset-type-noun-1 - frame:Type
","wn30:synset-reading-noun-1
",
LAWD5,2,origin where found At Place,[origin [P]] [where [P]] [found At [P]] [Place [C]] ,"frame:Origin,frame:Locating,frame:Becoming_aware,frame:Placing,frame:Causation,","wn30:synset-beginning-noun-4,wn30:synset-find-verb-1,wn30:synset-at-noun-2,wn30:synset-put-verb-1,","wn30:synset-beginning-noun-4 - frame:Origin
wn30:synset-find-verb-1 - frame:Locating
wn30:synset-find-verb-1 - frame:Becoming_aware - frame:Perception
wn30:synset-put-verb-1 - frame:Placing - frame:Event
wn30:synset-put-verb-1 - frame:Causation - frame:Event
","wn30:synset-at-noun-2
",
LAWD4,13,Conceptual Work Written embodies,[Conceptual Work [C]] [Written Work [C]] [embodies [P]] ,"frame:Being_employed,frame:Text_creation,frame:Statement,","wn30:synset-conceptual-adjectivesatellite-1,wn30:synset-work-noun-1,wn30:synset-write-verb-1,wn30:synset-incarnate-verb-2,","wn30:synset-work-noun-1 - frame:Being_employed
wn30:synset-write-verb-1 - frame:Text_creation - frame:Event
wn30:synset-write-verb-1 - frame:Statement
","wn30:synset-incarnate-verb-2
","wn30:synset-conceptual-adjectivesatellite-1
"
LAWD1,4,Citation reuse From Text Reuse,[Citation [C]] [reuse From [P]] [Text Reuse [C]] ,"frame:Processing_materials,frame:Processing_materials,","wn30:synset-citation-noun-1,wn30:synset-recycle-verb-2,wn30:synset-text-noun-1,wn30:synset-recycle-verb-2,","wn30:synset-recycle-verb-2 - frame:Processing_materials - frame:Event
wn30:synset-recycle-verb-2 - frame:Processing_materials - frame:Event
","wn30:synset-citation-noun-1
wn30:synset-text-noun-1
",
LAWD12,74,has Name,[has Name [P]] [Name [C]] ,"frame:Referring_by_name,frame:Being_named,","wn30:synset-name-noun-1,","wn30:synset-name-noun-1 - frame:Referring_by_name
wn30:synset-name-noun-1 - frame:Being_named
",,
inferred_ARCO_full231,45,Construction Unit cell validity is measurement collection of Cultural Property Soil Measurement has volumetric dimensions,[Construction [C]] [Unit cell [C]] [validity [P]] [is measurement collection of [P]] [Cultural Property [C]] [Soil [C]] [Measurement collection [C]] [has volumetric dimensions measurement [P]] [Measurement [C]] [has measurement collection [P]] ,"frame:Building,frame:Substance,frame:Aggregate,frame:Locale_by_ownership,frame:Possession,","wn30:synset-construction-noun-1,wn30:synset-unit_of_measurement-noun-1,wn30:synset-cell-noun-1,wn30:synset-validity-noun-2,wn30:synset-measurement-noun-1,wn30:synset-collection-noun-1,wn30:synset-cultural-adjective-1,wn30:synset-property-noun-1,wn30:synset-dirt-noun-2,wn30:synset-measurement-noun-1,wn30:synset-volumetric-adjective-1,wn30:synset-dimension-noun-1,","wn30:synset-construction-noun-1 - frame:Building - frame:Event
wn30:synset-cell-noun-1 - frame:Substance - frame:Entity
wn30:synset-collection-noun-1 - frame:Aggregate
wn30:synset-property-noun-1 - frame:Locale_by_ownership - frame:Locale
wn30:synset-property-noun-1 - frame:Possession
","wn30:synset-unit_of_measurement-noun-1
wn30:synset-validity-noun-2
wn30:synset-measurement-noun-1
wn30:synset-dirt-noun-2
wn30:synset-measurement-noun-1
wn30:synset-dimension-noun-1
","wn30:synset-cultural-adjective-1
wn30:synset-volumetric-adjective-1
"
inferred_ARCO_full17,11,has concept is classified by taxon author and date of Concept classifies,[has concept [P]] [is classified by [P]] [taxon author and date [P]] [is concept of [P]] [Concept [C]] [classifies [P]] ,"frame:Awareness,frame:Categorization,frame:Differentiation,frame:Biological_classification,frame:Awareness,frame:Categorization,frame:Differentiation,","wn30:synset-concept-noun-1,wn30:synset-classify-verb-1,wn30:synset-by-adverb-1,wn30:synset-taxonomic_group-noun-1,wn30:synset-writer-noun-1,wn30:synset-date-noun-1,wn30:synset-concept-noun-1,wn30:synset-classify-verb-1,","wn30:synset-concept-noun-1 - frame:Awareness - frame:Mental_activity
wn30:synset-classify-verb-1 - frame:Categorization
wn30:synset-classify-verb-1 - frame:Differentiation
wn30:synset-taxonomic_group-noun-1 - frame:Biological_classification - frame:Type
wn30:synset-concept-noun-1 - frame:Awareness - frame:Mental_activity
wn30:synset-classify-verb-1 - frame:Categorization
wn30:synset-classify-verb-1 - frame:Differentiation
","wn30:synset-writer-noun-1
wn30:synset-date-noun-1
","wn30:synset-by-adverb-1
"
inferred_ARCO_full166,85,Outcrop type has,[Outcrop [C]] [Outcrop type [C]] [has type [P]] ,"frame:Natural_features,frame:Type,","wn30:synset-outcrop-noun-1,wn30:synset-type-noun-1,","wn30:synset-outcrop-noun-1 - frame:Natural_features - frame:Locale
wn30:synset-type-noun-1 - frame:Type
",,
inferred_ARCO_full59,93,Archaeological Property is sex interpretation of Sex has Cultural Entity estimated,[Archaeological Property [C]] [is sex interpretation of [P]] [Sex interpretation [C]] [has sex interpretation [P]] [Cultural Entity [C]] [estimated sex [P]] ,"frame:Locale_by_ownership,frame:Possession,frame:Linguistic_meaning,frame:Entity,frame:Estimating,","wn30:synset-archaeological-adjective-1,wn30:synset-property-noun-1,wn30:synset-sexual_activity-noun-1,wn30:synset-interpretation-noun-1,wn30:synset-sexual_activity-noun-1,wn30:synset-cultural-adjective-1,wn30:synset-entity-noun-1,wn30:synset-estimate-verb-1,","wn30:synset-property-noun-1 - frame:Locale_by_ownership - frame:Locale
wn30:synset-property-noun-1 - frame:Possession
wn30:synset-interpretation-noun-1 - frame:Linguistic_meaning
wn30:synset-entity-noun-1 - frame:Entity
wn30:synset-estimate-verb-1 - frame:Estimating
","wn30:synset-sexual_activity-noun-1
wn30:synset-sexual_activity-noun-1
","wn30:synset-archaeological-adjective-1
wn30:synset-cultural-adjective-1
"
inferred_ARCO_full128,9,position in sequence Cultural Property Component,[position in sequence [P]] [Cultural Property Component [C]] ,"frame:Locative_relation,frame:Sequence,frame:Locale_by_ownership,frame:Possession,frame:Ingredients,","wn30:synset-position-noun-1,wn30:synset-in-adverb-1,wn30:synset-sequence-noun-1,wn30:synset-cultural-adjective-1,wn30:synset-property-noun-1,wn30:synset-component-noun-1,","wn30:synset-position-noun-1 - frame:Locative_relation - frame:Stateframe:Relation
wn30:synset-sequence-noun-1 - frame:Sequence - frame:Relation
wn30:synset-property-noun-1 - frame:Locale_by_ownership - frame:Locale
wn30:synset-property-noun-1 - frame:Possession
wn30:synset-component-noun-1 - frame:Ingredients
",,"wn30:synset-in-adverb-1
wn30:synset-cultural-adjective-1
"
inferred_ARCO_full8,35,Technical Characteristic characteristic qualification has technical caracteristic is of,[Technical Characteristic [C]] [Technical characteristic qualification [C]] [has technical caracteristic qualification [P]] [is technical caracteristic qualification of [P]] ,"frame:Distinctiveness,frame:Distinctiveness,","wn30:synset-technical-adjective-1,wn30:synset-characteristic-adjective-1,wn30:synset-characteristic-adjective-1,wn30:synset-qualification-noun-1,wn30:synset-technical-adjective-1,","wn30:synset-characteristic-adjective-1 - frame:Distinctiveness
wn30:synset-characteristic-adjective-1 - frame:Distinctiveness
","wn30:synset-qualification-noun-1
","wn30:synset-technical-adjective-1
wn30:synset-technical-adjective-1
"
inferred_ARCO_full305,32,is mode of irrigation has Water system Mode,[is mode of irrigation of [P]] [has mode of irrigation [P]] [Water system [C]] [Mode of irrigation [C]] ,"frame:Means,frame:Substance,frame:Gizmo,frame:System,frame:Means,","wn30:synset-manner-noun-1,wn30:synset-irrigation-noun-1,wn30:synset-water-noun-1,wn30:synset-system-noun-1,wn30:synset-manner-noun-1,","wn30:synset-manner-noun-1 - frame:Means
wn30:synset-water-noun-1 - frame:Substance - frame:Entity
wn30:synset-system-noun-1 - frame:Gizmo
wn30:synset-system-noun-1 - frame:System - frame:Set_of_interrelated_entities
wn30:synset-manner-noun-1 - frame:Means
","wn30:synset-irrigation-noun-1
",
inferred_ARCO_full89,19,has activity sponsor operator responsible Archaeometric and diagnostic survey Agent,[has activity sponsor [P]] [has activity operator [P]] [has activity responsible [P]] [Archaeometric and diagnostic survey [C]] [Agent [C]] ,"frame:Intentionally_act,frame:Scrutiny,","wn30:synset-activity-noun-1,wn30:synset-sponsor-verb-1,wn30:synset-operator-noun-1,wn30:synset-responsible-adjective-1,wn30:synset-diagnostic-adjective-1,wn30:synset-survey-noun-1,wn30:synset-agent-noun-1,","wn30:synset-activity-noun-1 - frame:Intentionally_act - frame:Event
wn30:synset-survey-noun-1 - frame:Scrutiny
","wn30:synset-sponsor-verb-1
wn30:synset-operator-noun-1
wn30:synset-agent-noun-1
","wn30:synset-responsible-adjective-1
wn30:synset-diagnostic-adjective-1
"
inferred_ARCO_full287,89,Subspecies Species has direct lower rank,[Subspecies [C]] [Species [C]] [has direct lower rank [P]] ,"none,","wn30:synset-species-noun-1,wn30:synset-direct-adjective-1,wn30:synset-lower-verb-1,wn30:synset-rank-noun-1,",,"wn30:synset-species-noun-1
wn30:synset-lower-verb-1
wn30:synset-rank-noun-1
","wn30:synset-direct-adjective-1
"
inferred_ARCO_full363,22,Roofing type has,[Roofing type [C]] [has type [P]] [Roofing [C]] ,"frame:Type,","wn30:synset-roofing-noun-2,wn30:synset-type-noun-1,","wn30:synset-type-noun-1 - frame:Type
","wn30:synset-roofing-noun-2
",
inferred_ARCO_full219,53,application date Application,[application date [P]] [Application [C]] ,"frame:Using,frame:Purpose,frame:Using,frame:Purpose,","wn30:synset-application-noun-1,wn30:synset-date-noun-1,wn30:synset-application-noun-1,","wn30:synset-application-noun-1 - frame:Using - frame:Event
wn30:synset-application-noun-1 - frame:Purpose
wn30:synset-application-noun-1 - frame:Using - frame:Event
wn30:synset-application-noun-1 - frame:Purpose
","wn30:synset-date-noun-1
",
inferred_ARCO_full257,9,has writing system Writing Element affixed on cultural property is of,[has writing system [P]] [Writing system [C]] [Element affixed on cultural property [C]] [is writing system of [P]] ,"frame:Gizmo,frame:System,frame:Text_creation,frame:Statement,frame:Ingredients,frame:Attaching,frame:Locale_by_ownership,frame:Possession,","wn30:synset-writing-noun-1,wn30:synset-system-noun-1,wn30:synset-write-verb-1,wn30:synset-component-noun-1,wn30:synset-affix-verb-1,wn30:synset-along-adverb-1,wn30:synset-cultural-adjective-1,wn30:synset-property-noun-1,","wn30:synset-system-noun-1 - frame:Gizmo
wn30:synset-system-noun-1 - frame:System - frame:Set_of_interrelated_entities
wn30:synset-write-verb-1 - frame:Text_creation - frame:Event
wn30:synset-write-verb-1 - frame:Statement
wn30:synset-component-noun-1 - frame:Ingredients
wn30:synset-affix-verb-1 - frame:Attaching - frame:Event
wn30:synset-property-noun-1 - frame:Locale_by_ownership - frame:Locale
wn30:synset-property-noun-1 - frame:Possession
","wn30:synset-writing-noun-1
","wn30:synset-along-adverb-1
wn30:synset-cultural-adjective-1
"
inferred_ARCO_full100,19,Inspection has activity responsible Agent,[Inspection [C]] [has activity responsible [P]] [Agent [C]] ,"frame:Inspecting,frame:Intentionally_act,","wn30:synset-inspection-noun-1,wn30:synset-activity-noun-1,wn30:synset-responsible-adjective-1,wn30:synset-agent-noun-1,","wn30:synset-inspection-noun-1 - frame:Inspecting - frame:Scrutiny
wn30:synset-activity-noun-1 - frame:Intentionally_act - frame:Event
","wn30:synset-agent-noun-1
","wn30:synset-responsible-adjective-1
"
inferred_ARCO_full71,26,has host individual Cultural Entity Host is of,[has host individual [P]] [Cultural Entity [C]] [Host individual [C]] [is host individual of [P]] ,"frame:Guest_and_host,frame:People,frame:Entity,frame:Guest_and_host,","wn30:synset-host-noun-1,wn30:synset-person-noun-1,wn30:synset-cultural-adjective-1,wn30:synset-entity-noun-1,wn30:synset-host-noun-1,","wn30:synset-host-noun-1 - frame:Guest_and_host - frame:Relation
wn30:synset-person-noun-1 - frame:People - frame:Entity
wn30:synset-entity-noun-1 - frame:Entity
wn30:synset-host-noun-1 - frame:Guest_and_host - frame:Relation
",,"wn30:synset-cultural-adjective-1
"
inferred_ARCO_full205,9,Construction Vertical element has vertical is of load bearing,[Construction [C]] [Vertical element [C]] [has vertical element [P]] [is vertical element of [P]] [load bearing [P]] ,"frame:Building,frame:Locative_relation,frame:Ingredients,frame:Locative_relation,","wn30:synset-construction-noun-1,wn30:synset-vertical-adjective-1,wn30:synset-component-noun-1,wn30:synset-vertical-adjective-1,wn30:synset-load-noun-1,wn30:synset-bearing-noun-2,","wn30:synset-construction-noun-1 - frame:Building - frame:Event
wn30:synset-vertical-adjective-1 - frame:Locative_relation - frame:Stateframe:Relation
wn30:synset-component-noun-1 - frame:Ingredients
wn30:synset-vertical-adjective-1 - frame:Locative_relation - frame:Stateframe:Relation
","wn30:synset-load-noun-1
wn30:synset-bearing-noun-2
",
