community,cluster,doc,annotateddoc,frame,synset,synsetframe triplet,noun/verb w/o frame,adj/adv w/o frame
inferred_ATLAS-OF-PATHS25,0,is maintainer of has Pathway surveillance Agent,[is maintainer of [P]] [has maintainer [P]] [Pathway [C]] [is surveillance of [P]] [Agent [C]] ,"frame:Scrutiny,","wn30:synset-upholder-noun-1,wn30:synset-nerve_pathway-noun-1,wn30:synset-surveillance-noun-1,wn30:synset-agent-noun-1,","wn30:synset-surveillance-noun-1 - frame:Scrutiny
","wn30:synset-upholder-noun-1
wn30:synset-nerve_pathway-noun-1
wn30:synset-agent-noun-1
",
inferred_ATLAS-OF-PATHS14,56,has topic Entity Topic is of,[has topic [P]] [Entity [C]] [Topic [C]] [is topic of [P]] ,"frame:Topic,frame:Entity,frame:Topic,","wn30:synset-subject-noun-1,wn30:synset-entity-noun-1,wn30:synset-subject-noun-1,","wn30:synset-subject-noun-1 - frame:Topic
wn30:synset-entity-noun-1 - frame:Entity
wn30:synset-subject-noun-1 - frame:Topic
",,
inferred_ATLAS-OF-PATHS20,69,is support service of has Path Stage Support Service,[is support service of [P]] [has support service [P]] [Path Stage [C]] [Support Service [C]] ,"frame:Public_services,frame:Conduct,frame:Time_period_of_action,frame:Public_services,","wn30:synset-support-verb-1,wn30:synset-service-noun-1,wn30:synset-way-noun-5,wn30:synset-phase-noun-1,wn30:synset-support-verb-1,wn30:synset-service-noun-1,","wn30:synset-service-noun-1 - frame:Public_services
wn30:synset-way-noun-5 - frame:Conduct
wn30:synset-phase-noun-1 - frame:Time_period_of_action - frame:Timespan
wn30:synset-service-noun-1 - frame:Public_services
","wn30:synset-support-verb-1
wn30:synset-support-verb-1
",
inferred_ATLAS-OF-PATHS9,0,Feature has Spatial Coverage,[Feature [C]] [has Spatial Coverage [P]] ,"none,","wn30:synset-feature-noun-1,wn30:synset-spatial-adjective-1,wn30:synset-coverage-noun-1,",,"wn30:synset-feature-noun-1
wn30:synset-coverage-noun-1
","wn30:synset-spatial-adjective-1
"
inferred_ATLAS-OF-PATHS10,69,Entity is first member of has last Sequence,[Entity [C]] [is first member of [P]] [has first member [P]] [is last member of [P]] [has last member [P]] [Sequence [C]] ,"frame:Entity,frame:Ordinal_numbers,frame:Membership,frame:Ordinal_numbers,frame:Relative_time,frame:Sequence,","wn30:synset-entity-noun-1,wn30:synset-first-adjective-1,wn30:synset-member-noun-1,wn30:synset-last-adjectivesatellite-1,wn30:synset-sequence-noun-1,","wn30:synset-entity-noun-1 - frame:Entity
wn30:synset-first-adjective-1 - frame:Ordinal_numbers
wn30:synset-member-noun-1 - frame:Membership - frame:Being_included
wn30:synset-last-adjectivesatellite-1 - frame:Ordinal_numbers
wn30:synset-last-adjectivesatellite-1 - frame:Relative_time - frame:Relation
wn30:synset-sequence-noun-1 - frame:Sequence - frame:Relation
",,
inferred_ATLAS-OF-PATHS24,69,has nearby restaurant is of Restaurant Path Stage,[has nearby restaurant [P]] [is nearby restaurant of [P]] [Restaurant [C]] [Path Stage [C]] ,"frame:Locale_by_use,frame:Locale_by_use,frame:Conduct,frame:Time_period_of_action,","wn30:synset-nearby-adverb-1,wn30:synset-restaurant-noun-1,wn30:synset-restaurant-noun-1,wn30:synset-way-noun-5,wn30:synset-phase-noun-1,","wn30:synset-restaurant-noun-1 - frame:Locale_by_use - frame:Locale
wn30:synset-restaurant-noun-1 - frame:Locale_by_use - frame:Locale
wn30:synset-way-noun-5 - frame:Conduct
wn30:synset-phase-noun-1 - frame:Time_period_of_action - frame:Timespan
",,"wn30:synset-nearby-adverb-1
"
inferred_ATLAS-OF-PATHS15,52,has alternative route is quantified pathway paving of path number Pathway Path Quantified Paving name encounters description deviation,[has alternative route [P]] [has route [P]] [is quantified pathway paving of [P]] [path number [P]] [Pathway [C]] [Path [C]] [Quantified Pathway Paving [C]] [name [P]] [encounters path [P]] [description [P]] [has deviation [P]] ,"frame:Possibilities,frame:Path_traveled,frame:Dimension,frame:Filling,frame:Adorning,frame:Path_traveled,frame:Quantity,frame:Path_traveled,frame:Dimension,frame:Filling,frame:Adorning,frame:Referring_by_name,frame:Being_named,frame:Encounter,frame:Communicate_categorization,","wn30:synset-option-noun-2,wn30:synset-path-noun-3,wn30:synset-quantify-verb-2,wn30:synset-nerve_pathway-noun-1,wn30:synset-pave-verb-1,wn30:synset-path-noun-3,wn30:synset-number-noun-1,wn30:synset-nerve_pathway-noun-1,wn30:synset-path-noun-3,wn30:synset-quantify-verb-2,wn30:synset-pave-verb-1,wn30:synset-name-noun-1,wn30:synset-meet-verb-1,wn30:synset-description-noun-1,wn30:synset-deviation-noun-1,","wn30:synset-option-noun-2 - frame:Possibilities
wn30:synset-path-noun-3 - frame:Path_traveled
wn30:synset-quantify-verb-2 - frame:Dimension
wn30:synset-pave-verb-1 - frame:Filling - frame:Event
wn30:synset-pave-verb-1 - frame:Adorning
wn30:synset-path-noun-3 - frame:Path_traveled
wn30:synset-number-noun-1 - frame:Quantity - frame:Dimension
wn30:synset-path-noun-3 - frame:Path_traveled
wn30:synset-quantify-verb-2 - frame:Dimension
wn30:synset-pave-verb-1 - frame:Filling - frame:Event
wn30:synset-pave-verb-1 - frame:Adorning
wn30:synset-name-noun-1 - frame:Referring_by_name
wn30:synset-name-noun-1 - frame:Being_named
wn30:synset-meet-verb-1 - frame:Encounter - frame:Event
wn30:synset-description-noun-1 - frame:Communicate_categorization
","wn30:synset-nerve_pathway-noun-1
wn30:synset-nerve_pathway-noun-1
wn30:synset-deviation-noun-1
",
inferred_ATLAS-OF-PATHS21,69,has nearby accomodation Accommodation is of Path Stage,[has nearby accomodation [P]] [Accommodation [C]] [is nearby accomodation of [P]] [Path Stage [C]] ,"frame:Conduct,frame:Time_period_of_action,","wn30:synset-nearby-adverb-1,wn30:synset-adjustment-noun-1,wn30:synset-way-noun-5,wn30:synset-phase-noun-1,","wn30:synset-way-noun-5 - frame:Conduct
wn30:synset-phase-noun-1 - frame:Time_period_of_action - frame:Timespan
","wn30:synset-adjustment-noun-1
","wn30:synset-nearby-adverb-1
"
inferred_ATLAS-OF-PATHS13,3,has member Entity is of Collection,[has member [P]] [Entity [C]] [is member of [P]] [Collection [C]] ,"frame:Membership,frame:Entity,frame:Aggregate,","wn30:synset-member-noun-1,wn30:synset-entity-noun-1,wn30:synset-collection-noun-1,","wn30:synset-member-noun-1 - frame:Membership - frame:Being_included
wn30:synset-entity-noun-1 - frame:Entity
wn30:synset-collection-noun-1 - frame:Aggregate
",,
inferred_ATLAS-OF-PATHS27,38,for pathway Pathway Path Quantified Paving has quantity of paving quantified,[for pathway [P]] [Pathway [C]] [Path [C]] [Quantified Pathway Paving [C]] [has quantity of paving [P]] [has quantified pathway paving [P]] ,"frame:Roadways,frame:Dimension,frame:Quantity,frame:Filling,frame:Adorning,frame:Dimension,","wn30:synset-nerve_pathway-noun-1,wn30:synset-nerve_pathway-noun-1,wn30:synset-path-noun-2,wn30:synset-quantify-verb-2,wn30:synset-paving-noun-1,wn30:synset-measure-noun-2,wn30:synset-pave-verb-1,wn30:synset-quantify-verb-2,","wn30:synset-path-noun-2 - frame:Roadways - frame:Locale
wn30:synset-quantify-verb-2 - frame:Dimension
wn30:synset-measure-noun-2 - frame:Quantity - frame:Dimension
wn30:synset-pave-verb-1 - frame:Filling - frame:Event
wn30:synset-pave-verb-1 - frame:Adorning
wn30:synset-quantify-verb-2 - frame:Dimension
","wn30:synset-nerve_pathway-noun-1
wn30:synset-nerve_pathway-noun-1
wn30:synset-paving-noun-1
",
inferred_ATLAS-OF-PATHS16,67,Path has Web Site,[Path [C]] [has Web Site [P]] [Web Site [C]] ,"frame:Conduct,frame:Locale_by_event,frame:Locale,frame:Locale_by_use,","wn30:synset-way-noun-5,wn30:synset-web-noun-1,wn30:synset-site-noun-1,","wn30:synset-way-noun-5 - frame:Conduct
wn30:synset-site-noun-1 - frame:Locale_by_event - frame:Locale
wn30:synset-site-noun-1 - frame:Locale - frame:Locale
wn30:synset-site-noun-1 - frame:Locale_by_use - frame:Locale
","wn30:synset-web-noun-1
",
inferred_ATLAS-OF-PATHS22,69,encounters path stage has last member Path Stage Pathway,[encounters path stage [P]] [has last member [P]] [Path Stage [C]] [Pathway [C]] ,"frame:Encounter,frame:Conduct,frame:Time_period_of_action,frame:Ordinal_numbers,frame:Relative_time,frame:Membership,frame:Conduct,frame:Time_period_of_action,","wn30:synset-meet-verb-1,wn30:synset-way-noun-5,wn30:synset-phase-noun-1,wn30:synset-last-adjectivesatellite-1,wn30:synset-member-noun-1,wn30:synset-way-noun-5,wn30:synset-phase-noun-1,wn30:synset-nerve_pathway-noun-1,","wn30:synset-meet-verb-1 - frame:Encounter - frame:Event
wn30:synset-way-noun-5 - frame:Conduct
wn30:synset-phase-noun-1 - frame:Time_period_of_action - frame:Timespan
wn30:synset-last-adjectivesatellite-1 - frame:Ordinal_numbers
wn30:synset-last-adjectivesatellite-1 - frame:Relative_time - frame:Relation
wn30:synset-member-noun-1 - frame:Membership - frame:Being_included
wn30:synset-way-noun-5 - frame:Conduct
wn30:synset-phase-noun-1 - frame:Time_period_of_action - frame:Timespan
","wn30:synset-nerve_pathway-noun-1
",
inferred_ATLAS-OF-PATHS12,37,Entity has description Description is of,[Entity [C]] [has description [P]] [Description [C]] [description [P]] [is description of [P]] ,"frame:Entity,frame:Communicate_categorization,frame:Communicate_categorization,","wn30:synset-entity-noun-1,wn30:synset-description-noun-1,wn30:synset-description-noun-1,","wn30:synset-entity-noun-1 - frame:Entity
wn30:synset-description-noun-1 - frame:Communicate_categorization
wn30:synset-description-noun-1 - frame:Communicate_categorization
",,
inferred_ATLAS-OF-PATHS26,69,has member first Pathway surveillance Path Stage Agent,[has member [P]] [has first member [P]] [Pathway [C]] [has surveillance [P]] [Path Stage [C]] [Agent [C]] ,"frame:Membership,frame:Ordinal_numbers,frame:Scrutiny,frame:Conduct,frame:Time_period_of_action,","wn30:synset-member-noun-1,wn30:synset-first-adjective-1,wn30:synset-nerve_pathway-noun-1,wn30:synset-surveillance-noun-1,wn30:synset-way-noun-5,wn30:synset-phase-noun-1,wn30:synset-agent-noun-1,","wn30:synset-member-noun-1 - frame:Membership - frame:Being_included
wn30:synset-first-adjective-1 - frame:Ordinal_numbers
wn30:synset-surveillance-noun-1 - frame:Scrutiny
wn30:synset-way-noun-5 - frame:Conduct
wn30:synset-phase-noun-1 - frame:Time_period_of_action - frame:Timespan
","wn30:synset-nerve_pathway-noun-1
wn30:synset-agent-noun-1
",
inferred_ATLAS-OF-PATHS17,56,Path is theme of Theme has,[Path [C]] [is theme of [P]] [Path Theme [C]] [has theme [P]] ,"frame:Conduct,frame:Topic,frame:Topic,","wn30:synset-way-noun-5,wn30:synset-subject-noun-1,wn30:synset-subject-noun-1,","wn30:synset-way-noun-5 - frame:Conduct
wn30:synset-subject-noun-1 - frame:Topic
wn30:synset-subject-noun-1 - frame:Topic
",,
inferred_ATLAS-OF-PATHS23,69,is nearby point of interest has Path Stage Point Of Interest,[is nearby point of interest of [P]] [has nearby point of interest [P]] [Path Stage [C]] [Point Of Interest [C]] ,"frame:Emotion_directed,frame:Conduct,frame:Degree,frame:Emotion_directed,","wn30:synset-nearby-adverb-1,wn30:synset-point-noun-1,wn30:synset-interest-noun-1,wn30:synset-way-noun-5,wn30:synset-degree-noun-2,wn30:synset-point-noun-1,wn30:synset-interest-noun-1,","wn30:synset-interest-noun-1 - frame:Emotion_directed
wn30:synset-way-noun-5 - frame:Conduct
wn30:synset-degree-noun-2 - frame:Degree
wn30:synset-interest-noun-1 - frame:Emotion_directed
","wn30:synset-point-noun-1
wn30:synset-point-noun-1
","wn30:synset-nearby-adverb-1
"
inferred_FRBR-EXT1,43,is a transformation of expression supplements referential successor to revision independent part has dependent an abridgement referentially related translation arrangement summary imitation Expression complements autonomously adaptation,[is a transformation of expression [P]] [supplements expression [P]] [is a referential successor to expression [P]] [is a revision of expression [P]] [is independent part of expression [P]] [has independent part expression [P]] [has dependent part expression [P]] [is dependent part of expression [P]] [has part expression [P]] [is an abridgement of expression [P]] [is referentially related to expression [P]] [is a translation of expression [P]] [is an arrangement of expression [P]] [is a summary of expression [P]] [is an imitation of expression [P]] [is part of expression [P]] [Expression [C]] [referentially complements expression [P]] [is autonomously related to expression [P]] [is an adaptation of expression [P]] [is a successor to expression [P]] [is related to expression [P]] [complements expression [P]] [referentially supplements expression [P]] ,"frame:Undergo_change,frame:Change_position_on_a_scale,frame:Cause_change,frame:Expressing_publicly,frame:Facial_expression,frame:Linguistic_meaning,frame:Contingency,frame:Membership,frame:Topic,frame:Make_agreement_on_action,frame:Expressing_publicly,frame:Facial_expression,","wn30:synset-angstrom-noun-1,wn30:synset-transformation-noun-1,wn30:synset-expression-noun-1,wn30:synset-supplement-verb-1,wn30:synset-referential-adjectivesatellite-1,wn30:synset-successor-noun-1,wn30:synset-revision-noun-1,wn30:synset-independent-adjective-1,wn30:synset-part-noun-1,wn30:synset-dependant-noun-1,wn30:synset-angstrom-noun-1,wn30:synset-condensation-noun-5,wn30:synset-refer-verb-2,wn30:synset-translation-noun-1,wn30:synset-agreement-noun-4,wn30:synset-summary-noun-1,wn30:synset-imitation-noun-1,wn30:synset-expression-noun-1,wn30:synset-complement-noun-1,wn30:synset-adaptation-noun-1,","wn30:synset-transformation-noun-1 - frame:Undergo_change - frame:Event
wn30:synset-transformation-noun-1 - frame:Change_position_on_a_scale - frame:Event
wn30:synset-transformation-noun-1 - frame:Cause_change - frame:Event
wn30:synset-expression-noun-1 - frame:Expressing_publicly
wn30:synset-expression-noun-1 - frame:Facial_expression
wn30:synset-referential-adjectivesatellite-1 - frame:Linguistic_meaning
wn30:synset-independent-adjective-1 - frame:Contingency
wn30:synset-part-noun-1 - frame:Membership - frame:Being_included
wn30:synset-refer-verb-2 - frame:Topic
wn30:synset-agreement-noun-4 - frame:Make_agreement_on_action
wn30:synset-expression-noun-1 - frame:Expressing_publicly
wn30:synset-expression-noun-1 - frame:Facial_expression
","wn30:synset-angstrom-noun-1
wn30:synset-supplement-verb-1
wn30:synset-successor-noun-1
wn30:synset-revision-noun-1
wn30:synset-dependant-noun-1
wn30:synset-angstrom-noun-1
wn30:synset-condensation-noun-5
wn30:synset-translation-noun-1
wn30:synset-summary-noun-1
wn30:synset-imitation-noun-1
wn30:synset-complement-noun-1
wn30:synset-adaptation-noun-1
",
inferred_FRBR-EXT4,84,Item has part item is a reconfiguration of reproduction related to,[Item [C]] [has part item [P]] [is a reconfiguration of item [P]] [is part of item [P]] [is a reproduction of item [P]] [is related to item [P]] ,"frame:Membership,frame:Make_cognitive_connection,frame:Relating_concepts,","wn30:synset-item-noun-1,wn30:synset-part-noun-1,wn30:synset-item-noun-1,wn30:synset-angstrom-noun-1,wn30:synset-reproduction-noun-1,wn30:synset-associate-verb-1,","wn30:synset-part-noun-1 - frame:Membership - frame:Being_included
wn30:synset-associate-verb-1 - frame:Make_cognitive_connection
wn30:synset-associate-verb-1 - frame:Relating_concepts - frame:Cognitive_connection
","wn30:synset-item-noun-1
wn30:synset-item-noun-1
wn30:synset-angstrom-noun-1
wn30:synset-reproduction-noun-1
",
inferred_FRBR-EXT5,84,Manifestation is related to manifestation part of has,[Manifestation [C]] [is related to manifestation [P]] [is part of manifestation [P]] [has part manifestation [P]] ,"frame:Make_cognitive_connection,frame:Relating_concepts,frame:Membership,","wn30:synset-manifestation-noun-1,wn30:synset-associate-verb-1,wn30:synset-manifestation-noun-1,wn30:synset-part-noun-1,","wn30:synset-associate-verb-1 - frame:Make_cognitive_connection
wn30:synset-associate-verb-1 - frame:Relating_concepts - frame:Cognitive_connection
wn30:synset-part-noun-1 - frame:Membership - frame:Being_included
","wn30:synset-manifestation-noun-1
wn30:synset-manifestation-noun-1
",
inferred_FRBR-EXT3,43,is a sucessor to work complements an alternative manifestation Endeavour transformation of referentially Work reproduction supplements related imitation,[is a sucessor to work [P]] [complements work [P]] [is an alternative manifestation to [P]] [Endeavour [C]] [is a transformation of work [P]] [referentially complements work [P]] [Work [C]] [is a reproduction of manifestation [P]] [supplements work [P]] [related Endeavour [P]] [is an imitation of work [P]] ,"frame:Being_employed,frame:Possibilities,frame:Attempt,frame:Undergo_change,frame:Change_position_on_a_scale,frame:Cause_change,frame:Being_employed,frame:Topic,","wn30:synset-angstrom-noun-1,wn30:synset-work-noun-1,wn30:synset-complement-noun-1,wn30:synset-angstrom-noun-1,wn30:synset-option-noun-2,wn30:synset-manifestation-noun-1,wn30:synset-attempt-noun-1,wn30:synset-transformation-noun-1,wn30:synset-work-noun-1,wn30:synset-reproduction-noun-1,wn30:synset-supplement-verb-1,wn30:synset-refer-verb-2,wn30:synset-imitation-noun-1,","wn30:synset-work-noun-1 - frame:Being_employed
wn30:synset-option-noun-2 - frame:Possibilities
wn30:synset-attempt-noun-1 - frame:Attempt - frame:Event
wn30:synset-transformation-noun-1 - frame:Undergo_change - frame:Event
wn30:synset-transformation-noun-1 - frame:Change_position_on_a_scale - frame:Event
wn30:synset-transformation-noun-1 - frame:Cause_change - frame:Event
wn30:synset-work-noun-1 - frame:Being_employed
wn30:synset-refer-verb-2 - frame:Topic
","wn30:synset-angstrom-noun-1
wn30:synset-complement-noun-1
wn30:synset-angstrom-noun-1
wn30:synset-manifestation-noun-1
wn30:synset-reproduction-noun-1
wn30:synset-supplement-verb-1
wn30:synset-imitation-noun-1
",
inferred_FRBR-EXT2,43,is a summary of work dependent part has autonomously related to referentially supplements independent adaption referential successor Work,[is a summary of work [P]] [is dependent part of work [P]] [has dependent part work [P]] [is autonomously related to work [P]] [referentially supplements work [P]] [is independent part of work [P]] [is adaption of work [P]] [is a referential successor to work [P]] [Work [C]] [is part of work [P]] [has part work [P]] [has independent part work [P]] ,"frame:Being_employed,frame:Membership,frame:Topic,frame:Contingency,frame:Linguistic_meaning,frame:Being_employed,","wn30:synset-angstrom-noun-1,wn30:synset-summary-noun-1,wn30:synset-work-noun-1,wn30:synset-dependant-noun-1,wn30:synset-part-noun-1,wn30:synset-refer-verb-2,wn30:synset-supplement-verb-1,wn30:synset-independent-adjective-1,wn30:synset-adaptation-noun-2,wn30:synset-referential-adjectivesatellite-1,wn30:synset-successor-noun-1,wn30:synset-work-noun-1,","wn30:synset-work-noun-1 - frame:Being_employed
wn30:synset-part-noun-1 - frame:Membership - frame:Being_included
wn30:synset-refer-verb-2 - frame:Topic
wn30:synset-independent-adjective-1 - frame:Contingency
wn30:synset-referential-adjectivesatellite-1 - frame:Linguistic_meaning
wn30:synset-work-noun-1 - frame:Being_employed
","wn30:synset-angstrom-noun-1
wn30:synset-summary-noun-1
wn30:synset-dependant-noun-1
wn30:synset-supplement-verb-1
wn30:synset-adaptation-noun-2
wn30:synset-successor-noun-1
",
